ID;Origem;Modal;Segmento
1344571;AutoCadastro;MOTORCYCLE;Novo
2263410;AutoCadastro;MOTORCYCLE;Fiel
8189423;EmpresaParceira;BIKE;Fiel
1797928;EmpresaParceira;MOTORCYCLE;Fiel
1239525;AutoCadastro;MOTORCYCLE;Fiel
6448470;EmpresaParceira;BIKE;Fiel
584685;AutoCadastro;CAR;Desistiu
411760;AutoCadastro;MOTORCYCLE;Fiel
2812261;AutoCadastro;MOTORCYCLE;Fiel
8674;EmpresaParceira;CAR;Desistiu
820515;EmpresaParceira;MOTORCYCLE;Fiel
6523029;EmpresaParceira;BIKE;Fiel
1188056;AutoCadastro;MOTORCYCLE;Fiel
871418;AutoCadastro;MOTORCYCLE;Fiel
1931235;AutoCadastro;BIKE;Novo
1108345;AutoCadastro;MOTORCYCLE;Fiel
592994;AutoCadastro;BIKE;Fiel
1231384;AutoCadastro;MOTORCYCLE;Fiel
1551342;EmpresaParceira;MOTORCYCLE;Fiel
1272822;EmpresaParceira;MOTORCYCLE;Fiel
190041;AutoCadastro;MOTORCYCLE;Fiel
1263992;EmpresaParceira;BIKE;Fiel
686;EmpresaParceira;BIKE;Novo
2723381;AutoCadastro;BIKE;Novo
377112;AutoCadastro;MOTORCYCLE;Fiel
2900;EmpresaParceira;BIKE;Novo
1309903;AutoCadastro;MOTORCYCLE;Desistiu
519552;EmpresaParceira;MOTORCYCLE;Fiel
1585224;AutoCadastro;BIKE;Fiel
2296156;EmpresaParceira;MOTORCYCLE;Fiel
3972;AutoCadastro;MOTORCYCLE;Fiel
2273236;AutoCadastro;MOTORCYCLE;Fiel
906218;EmpresaParceira;MOTORCYCLE;Fiel
1868887;AutoCadastro;CAR;Fiel
2099210;EmpresaParceira;MOTORCYCLE;Fiel
496985;AutoCadastro;MOTORCYCLE;Novo
759911;AutoCadastro;BIKE;Novo
1862652;EmpresaParceira;BIKE;Fiel
2008617;AutoCadastro;MOTORCYCLE;Fiel
43770;AutoCadastro;BIKE;Fiel
1326994;AutoCadastro;BIKE;Fiel
1076562;EmpresaParceira;BIKE;Fiel
2731282;EmpresaParceira;MOTORCYCLE;Fiel
179789;AutoCadastro;MOTORCYCLE;Fiel
2604376;EmpresaParceira;MOTORCYCLE;Fiel
932333;AutoCadastro;MOTORCYCLE;Fiel
2440976;AutoCadastro;MOTORCYCLE;Novo
1886327;AutoCadastro;MOTORCYCLE;Fiel
9441192;EmpresaParceira;CAR;Fiel
9762;EmpresaParceira;BIKE;Fiel
221807;EmpresaParceira;MOTORCYCLE;Fiel
1499655;EmpresaParceira;MOTORCYCLE;Fiel
169167;EmpresaParceira;MOTORCYCLE;Fiel
505134;AutoCadastro;MOTORCYCLE;Fiel
1233075;AutoCadastro;MOTORCYCLE;Fiel
1058204;EmpresaParceira;MOTORCYCLE;Novo
6270811;EmpresaParceira;BIKE;Fiel
42292;EmpresaParceira;CAR;Fiel
8097;EmpresaParceira;BIKE;Fiel
1737335;EmpresaParceira;BIKE;Fiel
3150;EmpresaParceira;BIKE;Fiel
560963;AutoCadastro;MOTORCYCLE;Fiel
2737386;AutoCadastro;MOTORCYCLE;Novo
3119560;EmpresaParceira;BIKE;Fiel
559256;AutoCadastro;MOTORCYCLE;Fiel
9499;EmpresaParceira;BIKE;Fiel
1486;EmpresaParceira;CAR;Fiel
478570;AutoCadastro;CAR;Fiel
7736284;EmpresaParceira;CAR;Fiel
1542846;AutoCadastro;BIKE;Novo
2849816;AutoCadastro;MOTORCYCLE;Novo
279983;AutoCadastro;MOTORCYCLE;Fiel
2692622;AutoCadastro;MOTORCYCLE;Novo
50029;EmpresaParceira;MOTORCYCLE;Novo
663141;AutoCadastro;MOTORCYCLE;Desistiu
581879;AutoCadastro;MOTORCYCLE;Desistiu
943123;EmpresaParceira;MOTORCYCLE;Fiel
1061986;AutoCadastro;MOTORCYCLE;Fiel
1103432;AutoCadastro;MOTORCYCLE;Fiel
277811;AutoCadastro;MOTORCYCLE;Fiel
6080566;EmpresaParceira;CAR;Fiel
6123;EmpresaParceira;BIKE;Fiel
203561;AutoCadastro;MOTORCYCLE;Fiel
1611395;AutoCadastro;MOTORCYCLE;Desistiu
1224889;AutoCadastro;MOTORCYCLE;Desistiu
262951;EmpresaParceira;MOTORCYCLE;Fiel
1194626;EmpresaParceira;MOTORCYCLE;Fiel
941307;EmpresaParceira;BIKE;Fiel
4599;EmpresaParceira;BIKE;Fiel
447450;AutoCadastro;MOTORCYCLE;Novo
441766;AutoCadastro;MOTORCYCLE;Fiel
408326;AutoCadastro;MOTORCYCLE;Novo
1595726;AutoCadastro;MOTORCYCLE;Fiel
1353951;AutoCadastro;BIKE;Fiel
4400017;EmpresaParceira;BIKE;Fiel
1485;EmpresaParceira;BIKE;Fiel
2651178;EmpresaParceira;MOTORCYCLE;Fiel
528037;AutoCadastro;MOTORCYCLE;Fiel
1990849;EmpresaParceira;MOTORCYCLE;Fiel
193837;EmpresaParceira;MOTORCYCLE;Fiel
2462972;AutoCadastro;MOTORCYCLE;Fiel
887864;EmpresaParceira;MOTORCYCLE;Fiel
702150;AutoCadastro;BIKE;Desistiu
1055911;EmpresaParceira;MOTORCYCLE;Novo
2191153;AutoCadastro;MOTORCYCLE;Fiel
1289697;AutoCadastro;BIKE;Novo
952697;EmpresaParceira;MOTORCYCLE;Fiel
2166879;AutoCadastro;MOTORCYCLE;Fiel
2527665;EmpresaParceira;CAR;Fiel
206497;AutoCadastro;MOTORCYCLE;Fiel
158433;AutoCadastro;MOTORCYCLE;Desistiu
1351966;AutoCadastro;BIKE;Desistiu
499;EmpresaParceira;CAR;Fiel
1286;AutoCadastro;MOTORCYCLE;Desistiu
616358;EmpresaParceira;MOTORCYCLE;Fiel
5252;EmpresaParceira;BIKE;Fiel
375287;EmpresaParceira;MOTORCYCLE;Desistiu
2600111;EmpresaParceira;MOTORCYCLE;Fiel
2052294;AutoCadastro;MOTORCYCLE;Novo
7865;EmpresaParceira;BIKE;Fiel
1309743;AutoCadastro;MOTORCYCLE;Desistiu
1257608;EmpresaParceira;MOTORCYCLE;Fiel
1243957;AutoCadastro;BIKE;Desistiu
4243635;EmpresaParceira;BIKE;Fiel
1198285;AutoCadastro;MOTORCYCLE;Fiel
4190;EmpresaParceira;CAR;Fiel
444221;AutoCadastro;MOTORCYCLE;Fiel
455029;EmpresaParceira;CAR;Fiel
2268117;AutoCadastro;MOTORCYCLE;Novo
2032848;EmpresaParceira;MOTORCYCLE;Fiel
1359863;AutoCadastro;MOTORCYCLE;Fiel
525028;AutoCadastro;MOTORCYCLE;Fiel
1051696;AutoCadastro;MOTORCYCLE;Novo
377021;AutoCadastro;MOTORCYCLE;Fiel
1854631;AutoCadastro;MOTORCYCLE;Fiel
968;EmpresaParceira;BIKE;Fiel
1648101;AutoCadastro;MOTORCYCLE;Fiel
5573;EmpresaParceira;BIKE;Fiel
2147597;AutoCadastro;MOTORCYCLE;Fiel
881403;AutoCadastro;MOTORCYCLE;Fiel
8701;EmpresaParceira;BIKE;Fiel
7857;EmpresaParceira;BIKE;Fiel
412182;EmpresaParceira;MOTORCYCLE;Fiel
541484;AutoCadastro;BIKE;Fiel
9156529;EmpresaParceira;CAR;Fiel
1823140;AutoCadastro;MOTORCYCLE;Novo
2180882;EmpresaParceira;MOTORCYCLE;Fiel
44181;EmpresaParceira;MOTORCYCLE;Fiel
158035;AutoCadastro;MOTORCYCLE;Fiel
2607550;AutoCadastro;MOTORCYCLE;Fiel
363650;EmpresaParceira;MOTORCYCLE;Fiel
1161997;EmpresaParceira;MOTORCYCLE;Fiel
1100199;EmpresaParceira;MOTORCYCLE;Fiel
204903;AutoCadastro;MOTORCYCLE;Desistiu
466257;AutoCadastro;MOTORCYCLE;Desistiu
2650009;EmpresaParceira;CAR;Fiel
2185716;AutoCadastro;MOTORCYCLE;Fiel
800293;AutoCadastro;MOTORCYCLE;Fiel
2603879;EmpresaParceira;MOTORCYCLE;Fiel
1077626;EmpresaParceira;MOTORCYCLE;Fiel
251650;AutoCadastro;MOTORCYCLE;Fiel
16;AutoCadastro;MOTORCYCLE;Desistiu
1497298;AutoCadastro;MOTORCYCLE;Fiel
2613928;EmpresaParceira;MOTORCYCLE;Fiel
1540153;AutoCadastro;MOTORCYCLE;Fiel
583431;EmpresaParceira;BIKE;Fiel
1197235;EmpresaParceira;BIKE;Novo
2773502;EmpresaParceira;MOTORCYCLE;Fiel
495384;EmpresaParceira;BIKE;Fiel
124515;AutoCadastro;MOTORCYCLE;Fiel
841097;EmpresaParceira;MOTORCYCLE;Fiel
1490;EmpresaParceira;CAR;Novo
160729;EmpresaParceira;MOTORCYCLE;Novo
3839;EmpresaParceira;CAR;Novo
1040092;AutoCadastro;MOTORCYCLE;Fiel
508945;EmpresaParceira;BIKE;Fiel
1478537;EmpresaParceira;MOTORCYCLE;Fiel
6668457;EmpresaParceira;BIKE;Fiel
1037951;AutoCadastro;MOTORCYCLE;Fiel
582955;EmpresaParceira;MOTORCYCLE;Fiel
1581125;EmpresaParceira;BIKE;Fiel
9749;EmpresaParceira;CAR;Novo
1861131;EmpresaParceira;MOTORCYCLE;Novo
647997;AutoCadastro;MOTORCYCLE;Novo
221484;EmpresaParceira;BIKE;Desistiu
1311792;AutoCadastro;MOTORCYCLE;Novo
1193319;AutoCadastro;MOTORCYCLE;Fiel
1206429;AutoCadastro;MOTORCYCLE;Novo
128284;AutoCadastro;BIKE;Fiel
1337958;AutoCadastro;MOTORCYCLE;Fiel
492850;EmpresaParceira;CAR;Novo
1167617;AutoCadastro;MOTORCYCLE;Fiel
7600;EmpresaParceira;CAR;Novo
349344;AutoCadastro;MOTORCYCLE;Fiel
2365699;AutoCadastro;MOTORCYCLE;Novo
179945;EmpresaParceira;BIKE;Novo
8888541;EmpresaParceira;BIKE;Fiel
2026234;EmpresaParceira;BIKE;Fiel
1228433;AutoCadastro;BIKE;Fiel
1218239;AutoCadastro;MOTORCYCLE;Fiel
110432;AutoCadastro;MOTORCYCLE;Fiel
918959;AutoCadastro;MOTORCYCLE;Fiel
2688028;AutoCadastro;MOTORCYCLE;Fiel
1509598;AutoCadastro;MOTORCYCLE;Fiel
2876657;EmpresaParceira;BIKE;Novo
23812;AutoCadastro;MOTORCYCLE;Novo
5967921;EmpresaParceira;BIKE;Novo
1349754;AutoCadastro;BIKE;Fiel
1324848;AutoCadastro;MOTORCYCLE;Fiel
614108;AutoCadastro;MOTORCYCLE;Fiel
1635505;AutoCadastro;MOTORCYCLE;Fiel
9434;EmpresaParceira;CAR;Novo
2757574;EmpresaParceira;MOTORCYCLE;Novo
2270347;AutoCadastro;MOTORCYCLE;Fiel
2415824;AutoCadastro;MOTORCYCLE;Novo
2674409;EmpresaParceira;MOTORCYCLE;Novo
122022;AutoCadastro;MOTORCYCLE;Novo
872541;AutoCadastro;MOTORCYCLE;Fiel
745182;AutoCadastro;MOTORCYCLE;Fiel
252706;EmpresaParceira;MOTORCYCLE;Desistiu
2339545;EmpresaParceira;MOTORCYCLE;Novo
1742099;EmpresaParceira;CAR;Novo
148699;AutoCadastro;MOTORCYCLE;Fiel
2673606;AutoCadastro;MOTORCYCLE;Novo
3794829;AutoCadastro;BIKE;Fiel
608444;AutoCadastro;MOTORCYCLE;Novo
1475199;AutoCadastro;MOTORCYCLE;Fiel
7266966;EmpresaParceira;BIKE;Novo
5255708;AutoCadastro;BIKE;Fiel
2313645;EmpresaParceira;BIKE;Novo
69348;AutoCadastro;MOTORCYCLE;Novo
1219520;AutoCadastro;MOTORCYCLE;Fiel
2213574;AutoCadastro;MOTORCYCLE;Fiel
856400;EmpresaParceira;MOTORCYCLE;Novo
4656693;EmpresaParceira;BIKE;Novo
2476984;AutoCadastro;MOTORCYCLE;Fiel
1810311;AutoCadastro;MOTORCYCLE;Fiel
9419;EmpresaParceira;BIKE;Novo
1454608;AutoCadastro;MOTORCYCLE;Fiel
473874;AutoCadastro;MOTORCYCLE;Novo
2008973;AutoCadastro;BIKE;Novo
579174;AutoCadastro;BIKE;Novo
1510684;AutoCadastro;MOTORCYCLE;Fiel
936844;AutoCadastro;BIKE;Novo
7302289;EmpresaParceira;BIKE;Novo
303019;AutoCadastro;MOTORCYCLE;Fiel
1298820;AutoCadastro;MOTORCYCLE;Novo
2701985;EmpresaParceira;MOTORCYCLE;Novo
348225;AutoCadastro;MOTORCYCLE;Novo
1134225;AutoCadastro;MOTORCYCLE;Fiel
922409;EmpresaParceira;MOTORCYCLE;Novo
1463794;AutoCadastro;MOTORCYCLE;Desistiu
2778080;EmpresaParceira;MOTORCYCLE;Novo
921036;AutoCadastro;BIKE;Fiel
9106741;AutoCadastro;BIKE;Fiel
412769;AutoCadastro;BIKE;Novo
401462;AutoCadastro;BIKE;Fiel
1079821;AutoCadastro;MOTORCYCLE;Desistiu
1889635;AutoCadastro;BIKE;Novo
9356;EmpresaParceira;CAR;Novo
7410630;EmpresaParceira;CAR;Novo
2086303;AutoCadastro;MOTORCYCLE;Fiel
1215178;AutoCadastro;MOTORCYCLE;Desistiu
2717384;AutoCadastro;CAR;Novo
1932181;EmpresaParceira;MOTORCYCLE;Novo
3028;EmpresaParceira;CAR;Novo
172505;AutoCadastro;BIKE;Novo
329238;AutoCadastro;CAR;Desistiu
8176194;EmpresaParceira;CAR;Novo
1157730;EmpresaParceira;CAR;Novo
1262696;AutoCadastro;MOTORCYCLE;Novo
599668;AutoCadastro;MOTORCYCLE;Desistiu
1177843;AutoCadastro;MOTORCYCLE;Novo
1201137;AutoCadastro;MOTORCYCLE;Desistiu
1492238;AutoCadastro;MOTORCYCLE;Fiel
1130833;AutoCadastro;MOTORCYCLE;Fiel
4636;EmpresaParceira;BIKE;Novo
2123491;AutoCadastro;MOTORCYCLE;Fiel
626191;AutoCadastro;MOTORCYCLE;Novo
6289;AutoCadastro;BIKE;Fiel
866395;AutoCadastro;MOTORCYCLE;Fiel
1463700;EmpresaParceira;MOTORCYCLE;Novo
122890;AutoCadastro;MOTORCYCLE;Desistiu
520394;AutoCadastro;BIKE;Fiel
208809;AutoCadastro;MOTORCYCLE;Fiel
1211789;AutoCadastro;BIKE;Fiel
8483931;EmpresaParceira;CAR;Novo
548571;AutoCadastro;MOTORCYCLE;Fiel
1513980;AutoCadastro;BIKE;Novo
1171458;AutoCadastro;MOTORCYCLE;Desistiu
7185264;AutoCadastro;BIKE;Fiel
1245402;AutoCadastro;MOTORCYCLE;Fiel
21482;EmpresaParceira;MOTORCYCLE;Novo
557661;AutoCadastro;MOTORCYCLE;Desistiu
1826812;AutoCadastro;MOTORCYCLE;Fiel
6260425;EmpresaParceira;BIKE;Novo
2059172;EmpresaParceira;MOTORCYCLE;Novo
2771;EmpresaParceira;CAR;Novo
164590;AutoCadastro;MOTORCYCLE;Desistiu
6395639;AutoCadastro;BIKE;Fiel
791288;AutoCadastro;MOTORCYCLE;Fiel
2568097;AutoCadastro;MOTORCYCLE;Fiel
1587721;AutoCadastro;MOTORCYCLE;Fiel
875210;AutoCadastro;BIKE;Fiel
184243;AutoCadastro;MOTORCYCLE;Fiel
2736620;AutoCadastro;MOTORCYCLE;Fiel
2559338;EmpresaParceira;BIKE;Novo
5459576;EmpresaParceira;CAR;Novo
3254419;EmpresaParceira;CAR;Novo
1289410;AutoCadastro;MOTORCYCLE;Fiel
2731974;EmpresaParceira;MOTORCYCLE;Novo
8799540;AutoCadastro;BIKE;Fiel
1277329;EmpresaParceira;BIKE;Novo
58609;AutoCadastro;MOTORCYCLE;Fiel
9122848;AutoCadastro;BIKE;Fiel
1515552;EmpresaParceira;MOTORCYCLE;Novo
1960616;AutoCadastro;MOTORCYCLE;Fiel
833110;AutoCadastro;BIKE;Novo
7558;AutoCadastro;BIKE;Fiel
1336062;AutoCadastro;MOTORCYCLE;Novo
9645;EmpresaParceira;BIKE;Novo
23081;AutoCadastro;MOTORCYCLE;Novo
421817;EmpresaParceira;MOTORCYCLE;Novo
2525245;EmpresaParceira;MOTORCYCLE;Novo
4821126;AutoCadastro;BIKE;Fiel
2479964;AutoCadastro;MOTORCYCLE;Fiel
615868;AutoCadastro;MOTORCYCLE;Novo
494001;AutoCadastro;MOTORCYCLE;Fiel
104932;AutoCadastro;MOTORCYCLE;Fiel
679323;AutoCadastro;MOTORCYCLE;Fiel
350037;AutoCadastro;BIKE;Novo
824781;AutoCadastro;MOTORCYCLE;Fiel
2353674;EmpresaParceira;MOTORCYCLE;Novo
1988038;AutoCadastro;MOTORCYCLE;Novo
6105754;EmpresaParceira;CAR;Novo
2750207;AutoCadastro;MOTORCYCLE;Novo
1776732;AutoCadastro;MOTORCYCLE;Fiel
1200051;AutoCadastro;MOTORCYCLE;Fiel
2255829;AutoCadastro;BIKE;Novo
371244;AutoCadastro;MOTORCYCLE;Fiel
592944;AutoCadastro;MOTORCYCLE;Fiel
4131101;EmpresaParceira;CAR;Novo
1623;EmpresaParceira;BIKE;Novo
1486083;AutoCadastro;MOTORCYCLE;Novo
401147;EmpresaParceira;MOTORCYCLE;Novo
615495;AutoCadastro;MOTORCYCLE;Fiel
1101261;AutoCadastro;BIKE;Desistiu
437397;AutoCadastro;MOTORCYCLE;Fiel
1649850;AutoCadastro;MOTORCYCLE;Novo
1973196;AutoCadastro;MOTORCYCLE;Novo
462859;AutoCadastro;MOTORCYCLE;Fiel
2171197;AutoCadastro;MOTORCYCLE;Fiel
128289;AutoCadastro;MOTORCYCLE;Novo
884;EmpresaParceira;BIKE;Novo
847430;AutoCadastro;MOTORCYCLE;Novo
5160577;AutoCadastro;BIKE;Fiel
2538153;AutoCadastro;MOTORCYCLE;Novo
713947;AutoCadastro;MOTORCYCLE;Fiel
2556;AutoCadastro;MOTORCYCLE;Fiel
3137798;AutoCadastro;BIKE;Fiel
545;AutoCadastro;BIKE;Fiel
2013384;AutoCadastro;MOTORCYCLE;Novo
72898;AutoCadastro;MOTORCYCLE;Fiel
855;EmpresaParceira;CAR;Novo
2322980;EmpresaParceira;BIKE;Novo
6420005;AutoCadastro;BIKE;Fiel
1174574;AutoCadastro;MOTORCYCLE;Fiel
104172;AutoCadastro;MOTORCYCLE;Desistiu
5613599;EmpresaParceira;BIKE;Novo
1149;EmpresaParceira;CAR;Novo
1521405;AutoCadastro;MOTORCYCLE;Desistiu
6685;EmpresaParceira;BIKE;Novo
9803;EmpresaParceira;BIKE;Desistiu
721;EmpresaParceira;CAR;Novo
810672;AutoCadastro;MOTORCYCLE;Fiel
6499097;EmpresaParceira;BIKE;Novo
1388315;AutoCadastro;MOTORCYCLE;Novo
1122085;AutoCadastro;BIKE;Novo
3518;EmpresaParceira;BIKE;Novo
1482040;AutoCadastro;BIKE;Desistiu
6551190;EmpresaParceira;CAR;Novo
539881;AutoCadastro;MOTORCYCLE;Fiel
820558;AutoCadastro;CAR;Novo
1592898;AutoCadastro;MOTORCYCLE;Fiel
1307821;AutoCadastro;BIKE;Fiel
952856;AutoCadastro;BIKE;Fiel
969079;AutoCadastro;MOTORCYCLE;Fiel
359568;AutoCadastro;BIKE;Fiel
414946;AutoCadastro;MOTORCYCLE;Fiel
2811647;AutoCadastro;CAR;Novo
1564557;AutoCadastro;MOTORCYCLE;Fiel
364054;AutoCadastro;MOTORCYCLE;Novo
2345967;AutoCadastro;MOTORCYCLE;Novo
2396404;EmpresaParceira;BIKE;Novo
1586647;AutoCadastro;MOTORCYCLE;Fiel
359015;EmpresaParceira;MOTORCYCLE;Novo
348848;AutoCadastro;MOTORCYCLE;Fiel
35284;AutoCadastro;MOTORCYCLE;Fiel
763179;AutoCadastro;MOTORCYCLE;Fiel
42888;AutoCadastro;BIKE;Fiel
1825508;AutoCadastro;MOTORCYCLE;Fiel
1827;AutoCadastro;BIKE;Fiel
2314119;EmpresaParceira;CAR;Novo
141758;AutoCadastro;MOTORCYCLE;Fiel
49768;AutoCadastro;MOTORCYCLE;Fiel
9826825;EmpresaParceira;CAR;Novo
431537;AutoCadastro;MOTORCYCLE;Fiel
231089;AutoCadastro;MOTORCYCLE;Fiel
7660023;EmpresaParceira;BIKE;Novo
9786;EmpresaParceira;BIKE;Novo
349307;AutoCadastro;MOTORCYCLE;Fiel
2248710;AutoCadastro;MOTORCYCLE;Fiel
910811;AutoCadastro;BIKE;Fiel
1013897;EmpresaParceira;CAR;Novo
1945113;AutoCadastro;MOTORCYCLE;Novo
542568;AutoCadastro;MOTORCYCLE;Fiel
1527313;AutoCadastro;MOTORCYCLE;Novo
156640;AutoCadastro;BIKE;Fiel
512881;AutoCadastro;MOTORCYCLE;Novo
828503;AutoCadastro;MOTORCYCLE;Desistiu
150629;AutoCadastro;MOTORCYCLE;Desistiu
1520241;AutoCadastro;MOTORCYCLE;Fiel
732559;AutoCadastro;BIKE;Novo
35736;AutoCadastro;MOTORCYCLE;Fiel
7423;EmpresaParceira;CAR;Novo
1920893;AutoCadastro;MOTORCYCLE;Novo
9872502;AutoCadastro;BIKE;Fiel
543159;AutoCadastro;MOTORCYCLE;Novo
1185268;AutoCadastro;MOTORCYCLE;Novo
1259543;AutoCadastro;BIKE;Fiel
1285986;AutoCadastro;MOTORCYCLE;Novo
1236749;AutoCadastro;MOTORCYCLE;Fiel
436194;AutoCadastro;MOTORCYCLE;Novo
2772090;EmpresaParceira;MOTORCYCLE;Novo
627049;AutoCadastro;MOTORCYCLE;Fiel
2005089;AutoCadastro;CAR;Novo
6260656;AutoCadastro;BIKE;Fiel
9792295;EmpresaParceira;BIKE;Novo
526046;AutoCadastro;MOTORCYCLE;Fiel
515368;AutoCadastro;MOTORCYCLE;Fiel
1568503;AutoCadastro;BIKE;Novo
854767;AutoCadastro;MOTORCYCLE;Desistiu
243623;AutoCadastro;MOTORCYCLE;Fiel
1529853;AutoCadastro;MOTORCYCLE;Novo
